score,id,Title,Parent,Parent Slug
0,2011,How Credit Card Companies Are Offering Credit Scores With Added Features,133,credit-cards/tips
0,2013,Make Sure Your Credit Card's Rental Car Insurance Will Cover You,133,credit-cards/tips
0,2014,Here's How You Can Make Money Shopping for a Spring Wardrobe,133,credit-cards/tips
0,2015,Get Ready To Pay With Your Fingerprints,133,credit-cards/tips
0,2016,3 Risks of EMV Chip Credit Cards,133,credit-cards/tips
0,2017,10 Tips on Using Credit Cards Responsibly,133,credit-cards/tips
0,2019,What's Going On With EMV Smart Chips?,133,credit-cards/tips
0,2020,Top Four Financial Mistakes Businesses Make When Using Credit Cards,133,credit-cards/tips
0,2021,Top Rewards Credit Cards for Frequent Diners,133,credit-cards/tips
0,2022,Use Credit Cards to Help with Your Taxes,133,credit-cards/tips
0,2023,5 Super Simple Ways to Make an Extra $500 a Year,133,credit-cards/tips
0,2024,24 Ways to Save Money on Travel,133,credit-cards/tips
0,2025,What Are Contactless Credit Card Payments?,133,credit-cards/tips
0,2026,LendingTree's Top 10 Credit Card Tips for Spring,133,credit-cards/tips
0,2027,6 Ways to Get the Best Price on Your Purchases,133,credit-cards/tips
0,2028,4 Credit Cards for Sports Fans,133,credit-cards/tips
0,2029,"Finally, Faster Chip Card Transactions Are Coming",133,credit-cards/tips
0,2030,11 Household Bills You Can Probably Pay with a Credit Card,133,credit-cards/tips
0,2031,Best Credit Cards 2016,133,credit-cards/tips
0,2032,The Flaws of EMV Chip Cards,133,credit-cards/tips
0,2034,4 Signs Your Finances Are Ready for a Rewards Credit Card,133,credit-cards/tips
0,2035,Credit Card Use Up According to American Bankers Association,133,credit-cards/tips
0,2036,Using Travel Rewards as a Busy Working Professional,133,credit-cards/tips
0,2037,Do You Need a Program to Keep Track of Your Credit Card Rewards?,133,credit-cards/tips
0,2038,3 Ways a 0% Intro APR Credit Card Can Help Your Credit,133,credit-cards/tips
0,2039,Avoid Excessive Credit Card Fees When Traveling Outside the United States,133,credit-cards/tips
0,2040,4 Signs You Should NEVER Get a Rewards Credit Card,133,credit-cards/tips
0,2041,5 Things You Should Never Do with a Credit Card,133,credit-cards/tips
0,2042,Why a Credit Card Might Be the Perfect Short-Term Loan,133,credit-cards/tips
0,2044,Are Thieves Really After Your Credit Card Points?,133,credit-cards/tips
0,2045,How to Avoid Paying Credit Card Interest,133,credit-cards/tips
0,2046,EMV Chip Credit Cards: 6 FAQs,133,credit-cards/tips
0,2047,5 Signs You Could Benefit from a Balance Transfer Card,133,credit-cards/tips
0,2048,Rewards Credit Cards Aggressively Target Warehouse Store Shoppers,133,credit-cards/tips
0,2049,6 Easy Mistakes to Make When You're Pursuing Credit Card Rewards,133,credit-cards/tips
0,2050,More States Accepting Credit Cards for Driver's License and Vehicle Registration Fees,133,credit-cards/tips
0,2051,"When it Comes to Credit Cards, Retailers and Customers Agree: Both Hate Change",133,credit-cards/tips
0,2052,Chase Freedom® Bonus Categories 2016,133,credit-cards/tips
0,2053,Flexible Travel Credit Cards that Let You Book a Room with ANY Hotel,133,credit-cards/tips
0,2054,4 Reasons to Quit Credit if You're in Debt,133,credit-cards/tips
0,2056,Faster Credit Card Chip Readers Finally Being Deployed,133,credit-cards/tips
0,2057,8 Ways to Earn Airline Miles without Traveling,133,credit-cards/tips
0,2058,6 Reasons You Need to Use a Credit Card,133,credit-cards/tips
0,2059,Do Credit Cards Really Offer Rental Car Insurance?,133,credit-cards/tips
0,2060,Everything You Need to Know About Your Visa Infinite Benefits,133,credit-cards/tips
0,2061,Which Credit Cards Offer Travel Insurance?,133,credit-cards/tips
0,2062,Pros and Cons of Business Credit Cards,133,credit-cards/tips
0,2063,Drowning in Debt? Use These Balance Transfer Tools to See How Much You Could Save,133,credit-cards/tips
0,2064,New Technology Enables Credit Cards to 'Talk' to Each Other and Mobile Devices,133,credit-cards/tips
0,2065,Bank Pays Huge Fine for Fraud by Rogue Employees,133,credit-cards/tips
0,2066,Best Travel Rewards Tools,133,credit-cards/tips
0,2067,Almost Half of Millennials Don't Use Credit,133,credit-cards/tips
0,2069,5 Best Money Management Tools,133,credit-cards/tips
0,2331,Refinancing Your Reverse Mortgage,234,home/reverse
0,3009,Part 1: Car Loan Financing Overview,99,auto
0,3021,Car Financing: Know Your Options,99,auto
0,3395,What is PMI and is it really that bad?,7449,home/mortgage/down-payment
0,3409,What Is the Difference Between Mortgage Rate and APR?,146,home/mortgage
0,3466,Mortgage Q & A: Getting A Home Loan After Bankruptcy,146,home/mortgage
0,3473,A Good Faith Estimate (GFE) details mortgage fees,146,home/mortgage
0,3510,Do I have to have private mortgage insurance (PMI),7449,home/mortgage/down-payment
0,3517,Condo vs. House: Which is right for you?,146,home/mortgage
0,3529,The HUD-1 Settlement Statement,146,home/mortgage
0,3530,Is PMI Tax Deductible?,7449,home/mortgage/down-payment
0,3538,Pros and Cons of Condominium Living,146,home/mortgage
0,5399,5 Ways to Make Smarter Use of Your Credit Cards,133,credit-cards/tips
0,5589,Good Faith Estimate,146,home/mortgage
0,5713,6 Reasons You Need a Credit Card with an Annual Fee,133,credit-cards/tips
0,5717,Spark® Miles Select for Business Review,133,credit-cards/tips
0,5736,Fed Slashes Interest Rates,133,credit-cards/tips
0,5738,7 credit card agreement terms defined,133,credit-cards/tips
0,5739,7 ways to protect yourself from credit card fraud,133,credit-cards/tips
0,5761,Secured Credit Cards,133,credit-cards/tips
0,5763,Can You Change Your Credit Card's Due Date?,133,credit-cards/tips
0,5767,Survey: 52% of Americans Are Clueless About Credit Card Rewards,133,credit-cards/tips
0,5792,Credit cards with reward benefits,133,credit-cards/tips
0,5793,Avoiding credit card traps,133,credit-cards/tips
0,5794,Credit card minimum payments,133,credit-cards/tips
0,5795,How Fed rate cuts affect credit card interest rates,133,credit-cards/tips
0,5796,The hidden costs of credit cards,133,credit-cards/tips
0,5797,What you need to know about credit cards,133,credit-cards/tips
0,5798,Why store credit cards can ruin your credit score,133,credit-cards/tips
0,5987,CAIVRS: The Government's Secret DO-NOT-LEND List,146,home/mortgage
0,5988,How Do Credit Card Introductory APRs Work?,133,credit-cards/tips
0,5993,Do inquiries on my credit report hurt my credit score?,133,credit-cards/tips
0,5996,How to Choose the Best Credit Card for Your Needs,133,credit-cards/tips
0,6007,"APR vs Interest Rate: What's the ""Real"" Mortgage Rate?",5299,home/mortgage/rates
0,6012,3 Tips for Using Credit Cards to Boost Your Credit Score,133,credit-cards/tips
0,6013,The 5 Top Credit Cards At LendingTree,133,credit-cards/tips
0,6021,Top 5 Credit Cards For Excellent Credit,133,credit-cards/tips
0,6023,5 of the Best Perks to Look for When Shopping for Credit Cards,133,credit-cards/tips
0,6026,You're Spending Too Much On Travel If You Don't Have The Right Card,133,credit-cards/tips
0,6029,Why You Should Understand APR and Use An APR Calculator,133,credit-cards/tips
0,6030,Q&A: Can I get an unsecured credit card if I have bad credit?,133,credit-cards/tips
0,6032,The Best Credit Cards for Young Families,133,credit-cards/tips
0,6033,How to Cancel a Credit Card Without Ruining Your Credit Score,133,credit-cards/tips
0,6035,Q&A: How Many Rewards Credit Cards Should I Have?,133,credit-cards/tips
0,6037,Q&A: How is the minimum payment on credit cards calculated?,133,credit-cards/tips
0,6048,Q&A: Can I Transfer More Than One Card Balance to a Balance Transfer Credit Card?,133,credit-cards/tips
0,6049,8 Ways to Prevent Credit Card Theft,133,credit-cards/tips
0,6050,Q&A: What Should I Do About My Deceased Parent's Credit Cards?,133,credit-cards/tips
0,6051,5 Surefire Ways to Increase Your Credit Card Limit,133,credit-cards/tips
0,6052,This One Trick Can Save You Thousands in Credit Card Debt,133,credit-cards/tips
0,6056,Q&A: What Is a Cash Advance?,133,credit-cards/tips
0,6058,Best Credit Cards for Holiday Shopping 2015,133,credit-cards/tips
0,6059,Q&A: What Is a Black Card?,133,credit-cards/tips
0,6060,Q&A: What is CSC?,133,credit-cards/tips
0,6062,Q&A: What Are Grey Charges on a Credit Card Statement?,133,credit-cards/tips
0,6066,My Credit Card Application Was Declined - Can I Still Get the Card?,133,credit-cards/tips
0,6069,What Do You Need to Rent a Car?,133,credit-cards/tips
0,6070,Q&A: Should I Close Credit Card Accounts if I Don't Use the Cards Anymore?,133,credit-cards/tips
0,6071,Can You Get Cash Back With a Credit Card?,133,credit-cards/tips
0,6072,5 Balance Transfer Credit Cards,133,credit-cards/tips
0,6074,What is a Chargeback?,133,credit-cards/tips
0,6076,Q&A: Will My Credit Card Company Close My Account If I Don't Use My Card?,133,credit-cards/tips
0,6077,3 Best Student Credit Cards,133,credit-cards/tips
0,6078,5 Best No Fee Credit Cards,133,credit-cards/tips
0,6081,How is Credit Card Interest Calculated?,133,credit-cards/tips
0,6085,5 Reasons Higher Credit Card Rewards Don't Make Sense,133,credit-cards/tips
0,6094,5 Ways to Get Out of Paying Your Credit Card's Annual Fee,133,credit-cards/tips
0,6106,American Airlines AAdvantage® Program 2016,133,credit-cards/tips
0,6111,Give Me Credit Cards: Are You Ready for a Cashless Society?,133,credit-cards/tips
0,6113,American's Credit Card Debt Approaches Post Recession Levels,133,credit-cards/tips
0,6114,Are College Students Becoming More Responsible with Credit Cards?,133,credit-cards/tips
0,6115,Best Cash Back Tools,133,credit-cards/tips
0,6116,6 Facts About No Interest Credit Cards,133,credit-cards/tips
0,6117,"With Credit Cards, More Thieves Embracing 'New-Account Fraud'",133,credit-cards/tips
0,6119,"EMV Credit Card Adoption Proceeds, But Merchants Holding Back Progress",133,credit-cards/tips
0,6120,What Do You Need to Qualify for a Business Credit Card?,133,credit-cards/tips
0,6121,Applying for Credit Cards? Your Odds Might Be Better as Average FICO Score Rises,133,credit-cards/tips
0,7551,What's the Difference Between a Charge Card and a Credit Card,133,credit-cards/tips
0,7557,How to Get Approved for a Credit Card After Bankruptcy,133,credit-cards/tips
0,7724,The Truth About Debt Reduction Services,138,debt-consolidation
